City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
212,alaghsas,17.0187,8.0168,26.97,11,1,4.88,NE,1698624011
213,midoun,33.8081,10.9923,24.92,82,98,5.48,TN,1698624017
214,kalemie,-5.9475,29.1947,20.12,92,98,0.76,CD,1698624020
215,amga,60.8953,131.9608,-8.82,93,100,1.48,RU,1698624023
216,eyl,7.9803,49.8164,26.3,78,100,5.05,SO,1698624026
217,aketi,2.7388,23.7833,22.32,85,72,0.55,CD,1698624029
218,nephi,39.7102,-111.8363,6.45,32,2,2.74,US,1698624032
219,pimenta bueno,-11.6725,-61.1936,30.87,42,87,0.58,BR,1698624034
220,moussoro,13.6408,16.4901,29.53,13,25,4.43,TD,1698624037
221,happy valley-goose bay,53.3168,-60.3315,0.17,51,75,9.77,CA,1698624040
222,gwio kura,12.6753,11.0682,28.97,18,6,4.29,NG,1698624042
223,hithadhoo,-0.6,73.0833,27.14,80,83,7.35,MV,1698624045
224,luderitz,-26.6481,15.1594,17.52,55,1,7.48,NA,1698624047
225,kundiawa,-6.0167,144.9667,25.01,58,80,1.08,PG,1698624050
226,kodiak,57.79,-152.4072,8.73,93,100,4.12,US,1698624052
227,nelidovo,56.2211,32.7774,-1.46,88,100,3.93,RU,1698624055
228,pecanha,-18.5486,-42.5569,22.44,72,85,1.48,BR,1698624058
229,saint joseph,39.7686,-94.8466,3.11,66,100,7.72,US,1698623884
230,kedougou,12.5579,-12.1743,26.12,76,72,1.07,SN,1698624063
231,paka,4.6374,103.4368,25.76,85,99,1.17,MY,1698624065
232,kenai,60.5544,-151.2583,6.05,79,75,2.06,US,1698624068
233,fale old settlement,-9.3852,-171.2468,28.83,69,94,5.02,TK,1698624070
234,las lomitas,-24.7096,-60.593,29.12,59,9,4.86,AR,1698624073
235,tadine,-21.55,167.8833,22.56,55,8,5.24,NC,1698624075
236,pakur,24.6333,87.85,21.2,75,0,0.96,IN,1698624078
237,callao,-12.0667,-77.15,24.29,68,0,6.69,PE,1698624081
238,cutlerville,42.8409,-85.6636,6.73,92,100,3.09,US,1698624083
239,pariaman,-0.619,100.12,25.03,86,99,1.15,ID,1698624086
240,sabang,5.8933,95.3214,27.43,76,92,3.59,ID,1698624088
241,kudahuvadhoo,2.6708,72.8944,27.87,71,94,5.79,MV,1698624090
242,punta arenas,-53.15,-70.9167,7.06,53,20,9.77,CL,1698624024
243,laguna,38.421,-121.4238,24.05,19,0,3.6,US,1698624047
244,alofi,-19.0595,-169.9187,26.94,69,80,8.23,NU,1698624097
245,rongelap,11.1635,166.8941,28.79,74,82,7.93,MH,1698624102
246,walvis bay,-22.9575,14.5053,14.23,86,0,3.01,NA,1698624108
247,saint-philippe,-21.3585,55.7679,23.77,85,43,4.98,RE,1698624112
248,hola,51.5377,23.1902,13.1,87,96,3.57,PL,1698624114
249,weno,7.4515,151.8468,28.97,84,100,3.6,FM,1698623958
250,praia da vitoria,38.7333,-27.0667,14.31,88,20,2.77,PT,1698624119
251,kailua-kona,19.6406,-155.9956,30.71,68,8,2.68,US,1698623988
252,tepalcatepec,19.1833,-102.85,27.59,73,68,1.11,MX,1698624124
253,panacan,9.2463,118.4082,28.52,76,42,3.89,PH,1698624126
254,tazovsky,67.4667,78.7,-16.2,94,13,1.4,RU,1698624129
255,berber,18.0216,33.983,28.34,29,42,4.08,SD,1698624131
256,brookings,44.3114,-96.7984,-2.0,82,100,8.75,US,1698624134
257,jendouba,36.5011,8.7802,25.01,29,20,0.0,TN,1698623926
258,bukama,-9.2,25.85,21.43,91,72,0.72,CD,1698624139
259,wewak,-3.5534,143.6268,26.72,85,99,1.75,PG,1698624141
260,margate,51.3813,1.3862,12.39,85,60,2.24,GB,1698624144
261,lospalos,-8.5186,127.0025,27.26,60,65,3.4,TL,1698624147
262,devils lake,48.1128,-98.8651,-5.01,80,100,6.69,US,1698624149
263,bamyan,34.75,67.25,1.0,77,6,1.2,AF,1698624151
264,chatel-guyon,45.9167,3.0667,12.18,94,100,0.0,FR,1698624153
265,hermanus,-34.4187,19.2345,13.27,64,0,10.33,ZA,1698623960
266,caleta de carquin,-11.0925,-77.6267,19.99,84,72,4.99,PE,1698624158
267,deqen,29.9618,90.7188,0.24,80,82,2.1,CN,1698624160
268,ust-nera,64.5667,143.2,-15.06,96,68,0.6,RU,1698624163
269,ancud,-41.8697,-73.8203,7.34,75,57,10.02,CL,1698624165
270,ciudad lazaro cardenas,17.9583,-102.2,27.6,81,38,2.86,MX,1698624168
271,cuyo,10.8525,121.0086,28.86,76,86,9.22,PH,1698624170
272,blagoveshchenka,52.8333,79.8667,-1.38,82,100,3.05,RU,1698624172
273,george town,5.4112,100.3354,26.12,94,20,2.57,MY,1698624015
274,puerto cabezas,14.0351,-83.3888,28.98,89,40,2.06,NI,1698624179
275,smithers,54.7804,-127.1743,0.18,64,75,0.0,CA,1698624181
276,hard bargain,26.3167,-77.5667,26.1,71,26,9.55,BS,1698624184
277,loralai,30.3705,68.598,16.74,39,95,2.33,PK,1698624186
278,talnakh,69.4865,88.3972,-19.89,93,57,1.85,RU,1698624189
279,canutama,-6.5339,-64.3831,31.5,38,69,1.46,BR,1698624191
280,i-n-salah,27.1935,2.4607,27.92,18,55,2.19,DZ,1698624194
281,bryne,58.7354,5.6477,8.09,76,20,4.12,NO,1698624196
282,magadan,59.5667,150.8,-1.05,71,19,1.33,RU,1698624199
283,queenstown,-31.8976,26.8753,4.27,84,24,6.62,ZA,1698624201
284,kourou,5.1552,-52.6478,28.03,84,77,5.36,GF,1698624203
285,guanare,9.0418,-69.7421,24.06,93,89,1.66,VE,1698624206
286,molchanovo,57.5817,83.7692,-9.7,84,10,1.93,RU,1698624208
287,estevan,49.1334,-102.9842,-2.81,80,100,4.12,CA,1698624210
288,atherton,53.5237,-2.4935,10.25,92,98,0.45,GB,1698624213
289,orlov,58.5395,48.8917,-2.64,93,100,2.3,RU,1698624215
290,shagonar,51.5333,92.8,-3.05,57,96,0.4,RU,1698624218
291,barbacoas,1.6715,-78.1398,24.68,93,97,1.38,CO,1698624220
292,binghamton,42.0987,-75.918,9.96,90,100,3.09,US,1698624222
293,wamba,8.9333,8.6,25.05,51,81,1.78,NG,1698624225
294,quiindy,-25.9667,-57.2667,25.75,81,68,2.17,PY,1698624227
295,priargunsk,50.3691,119.1012,-4.97,27,0,2.11,RU,1698624229
296,balaklava,44.5,33.6,15.21,45,0,2.22,UA,1698624232
297,sitka,57.0531,-135.33,6.92,76,100,0.48,US,1698624018
298,phongsali,21.6833,102.1058,14.11,100,100,0.51,LA,1698624236
299,revda,56.801,59.9303,-3.96,95,100,4.31,RU,1698624239
300,mccook,40.2019,-100.6257,1.03,64,100,2.57,US,1698624241
301,arraial do cabo,-22.9661,-42.0278,23.67,92,98,5.94,BR,1698624244
302,mambolo,8.9231,-13.0444,27.16,90,22,1.58,SL,1698624248
303,enewetak,11.3474,162.3373,28.91,72,49,9.72,MH,1698624251
304,mount gambier,-37.8333,140.7667,11.16,91,89,4.0,AU,1698624226
305,marka,1.7159,44.7717,25.11,84,100,2.71,SO,1698624256
306,amos,48.5669,-78.1162,0.34,95,100,0.64,CA,1698624258
307,maceio,-9.6658,-35.7353,24.69,88,75,2.06,BR,1698624261
308,maardu,59.4767,25.025,1.68,87,100,3.09,EE,1698624263
309,nar'yan-mar,67.6713,53.087,-8.83,86,100,5.81,RU,1698624265
310,champerico,14.3,-91.9167,25.3,85,100,4.38,GT,1698624270
311,port elizabeth,-33.918,25.5701,14.16,86,20,5.66,ZA,1698624272
312,dunedin,-45.8742,170.5036,14.89,69,34,2.68,NZ,1698624274
313,sao vicente,-23.9631,-46.3919,27.37,59,100,3.13,BR,1698624277
314,virginia,37.5481,-77.4467,24.03,76,0,3.09,US,1698624139
315,houlton,46.1262,-67.8403,0.34,85,0,0.0,US,1698624281
316,kontcha,7.9667,12.2333,24.49,64,32,1.32,CM,1698624286
317,tekkali,18.6167,84.2333,21.14,71,15,1.99,IN,1698624288
318,troitsko-pechorsk,62.7084,56.1964,-7.39,98,100,1.34,RU,1698624292
319,port douglas,-16.4833,145.4667,25.41,58,93,4.62,AU,1698624294
320,herceg novi,42.4531,18.5375,16.49,100,0,0.0,ME,1698624296
321,tolanaro,-25.0319,46.9987,24.04,83,20,1.03,MG,1698624298
322,san antonio de pale,-1.4014,5.6325,26.34,84,10,4.21,GQ,1698624301
323,riachao das neves,-11.7461,-44.91,25.74,23,31,1.09,BR,1698624303
324,port lincoln,-34.7333,135.8667,15.4,64,44,9.08,AU,1698624063
325,qamdo,31.1667,97.2333,-4.14,39,100,1.74,CN,1698624308
326,ambovombe,-25.1667,46.0833,21.49,85,0,2.54,MG,1698624311
327,santa cruz,-17.8,-63.1667,28.03,69,40,8.23,BO,1698624313
328,freetown,8.484,-13.2299,26.84,83,20,4.12,SL,1698624316
329,elizabeth city,36.2946,-76.2511,21.12,80,0,3.13,US,1698624189
330,labytnangi,66.6572,66.4183,-14.87,98,97,1.58,RU,1698624323
331,lima,-12.0432,-77.0282,23.28,70,0,5.66,PE,1698624301
332,linares,-35.85,-71.6,8.52,88,80,0.87,CL,1698624328
333,barclayville,4.6797,-8.2339,25.2,91,3,1.67,LR,1698624331
334,kristinestad,62.2743,21.376,-3.28,84,90,3.74,FI,1698624333
335,moyale,3.5167,39.0584,20.11,83,100,1.86,KE,1698624336
336,cam ranh,11.9214,109.1591,27.98,83,20,1.54,VN,1698624338
337,ad dabbah,18.05,30.95,28.52,25,6,3.76,SD,1698624340
338,prince rupert,54.3161,-130.3201,8.83,70,0,1.54,CA,1698624343
339,sungailiat,-1.85,106.1333,27.87,73,67,3.57,ID,1698624345
340,kristiansund,63.1115,7.732,0.36,80,5,2.06,NO,1698624348
341,south sioux city,42.4739,-96.4136,0.97,69,75,6.69,US,1698624350
342,georgetown,5.4112,100.3354,26.12,94,20,2.57,MY,1698624065
343,changsha,28.2,112.9667,16.09,72,0,0.46,CN,1698624355
344,gorontalo,0.5412,123.0595,29.43,62,75,1.44,ID,1698624357
345,bodaybo,57.8506,114.1933,-7.69,56,99,1.93,RU,1698624360
346,suzhou,31.3114,120.6181,19.64,73,0,2.89,CN,1698624362
347,sarmiento,-45.5882,-69.07,3.89,74,88,6.19,AR,1698624364
348,dwarka,22.2394,68.9678,27.2,57,51,2.87,IN,1698624367
349,palmer,42.1584,-72.3287,9.58,85,100,4.12,US,1698624115
350,hotan,37.0997,79.9269,13.12,21,67,1.76,CN,1698624372
351,puerto deseado,-47.7503,-65.8938,5.77,67,76,8.87,AR,1698624375
352,woods creek,47.8787,-121.8985,12.35,62,7,1.79,US,1698624377
353,yanchep,-31.55,115.6833,15.9,55,58,5.49,AU,1698624380
354,tsiombe,-25.3,45.4833,21.17,83,0,2.21,MG,1698624382
355,xinyuan,37.3,99.0,-3.85,50,20,2.07,CN,1698624385
356,tremonton,41.7119,-112.1655,5.35,45,0,4.02,US,1698624387
357,graaff-reinet,-32.2522,24.5308,5.51,85,3,2.56,ZA,1698624390
358,carry-le-rouet,43.3314,5.1524,20.88,78,75,6.17,FR,1698624392
359,amursk,50.2261,136.8994,2.21,63,88,2.7,RU,1698624394
360,inhambane,-23.865,35.3833,20.82,78,100,9.15,MZ,1698624397
361,haiku-pauwela,20.9219,-156.3051,29.01,60,20,7.2,US,1698624399
362,minas de marcona,-15.2119,-75.1103,15.79,81,43,5.92,PE,1698624401
363,qulsary,46.9531,54.0198,10.8,70,31,5.66,KZ,1698624404
364,alice springs,-23.7,133.8833,30.75,7,58,6.17,AU,1698624183
365,sao felix do xingu,-6.6447,-51.995,27.2,54,73,0.91,BR,1698624159
366,prado,-17.3411,-39.2208,24.69,74,54,6.42,BR,1698624191
367,comodoro rivadavia,-45.8667,-67.5,4.92,81,75,6.17,AR,1698624117
368,acapulco de juarez,16.8634,-99.8901,27.49,83,58,3.27,MX,1698624226
369,ringkobing,56.0901,8.244,10.01,89,92,5.59,DK,1698624418
370,taro,-8.3862,115.28,24.0,61,43,1.05,ID,1698624420
371,narrabri,-30.3167,149.7833,28.07,35,0,2.68,AU,1698624423
372,yamada,39.4667,141.95,13.92,76,82,3.25,JP,1698624425
373,gisborne,-38.6533,178.0042,13.13,96,100,8.69,NZ,1698624428
374,sungai penuh,-2.0833,101.3833,19.12,86,58,1.22,ID,1698624430
375,san martin de los andes,-40.1604,-71.3486,-1.75,95,95,3.37,AR,1698624432
376,puerto armuelles,8.2833,-82.8667,27.27,75,66,4.47,PA,1698624435
377,dhidhdhoo,6.8833,73.1,25.11,92,100,5.69,MV,1698624438
378,calama,-22.4667,-68.9333,12.39,39,4,4.17,CL,1698624440
379,mendota,36.7536,-120.3816,21.29,16,0,1.41,US,1698624443
380,bulayevo,54.9056,70.4439,-2.43,95,100,8.01,KZ,1698624445
381,tevriz,57.509,72.4042,-6.09,86,100,3.71,RU,1698624447
382,camana,-16.6228,-72.7111,19.3,87,31,4.21,PE,1698624450
383,sovetskaya gavan',48.9723,140.2878,3.95,59,25,0.34,RU,1698624454
384,al muwayh,22.4333,41.7583,19.61,77,29,2.43,SA,1698624456
385,aioun,16.6614,-9.6149,33.05,18,42,1.78,MR,1698624459
386,hede,33.7681,120.2517,16.99,73,0,3.16,CN,1698624461
387,isangel,-19.55,169.2667,26.06,73,20,3.09,VU,1698624464
388,portland,45.5234,-122.6762,15.19,42,20,5.14,US,1698624320
389,ketchikan,55.3422,-131.6461,5.82,81,100,0.95,US,1698624468
390,arkhangel'sk,64.5401,40.5433,-4.37,81,57,2.07,RU,1698624471
391,altai,46.3722,96.2583,0.48,69,75,7.06,MN,1698624473
392,mournies,35.4764,24.0092,20.46,94,20,0.0,GR,1698624475
393,kingscliff,-28.2667,153.5667,25.53,50,8,7.2,AU,1698624394
394,flying fish cove,-10.4217,105.6791,26.82,83,75,3.6,CX,1698624480
395,kayangel,8.0823,134.7173,28.46,74,17,3.76,PW,1698624482
396,frenda,35.0654,1.0495,17.55,36,99,4.04,DZ,1698624485
397,the pas,53.8251,-101.2541,-2.99,86,75,2.57,CA,1698624214
398,nema,57.5067,50.5011,-2.61,97,100,3.7,RU,1698624490
399,beyneu,45.3167,55.2,13.13,67,97,4.02,KZ,1698624492
400,nemuro,43.3236,145.575,10.08,68,11,3.88,JP,1698624494
401,copiapo,-27.3667,-70.3333,18.44,57,0,2.03,CL,1698624497
402,puerto penasco,31.3167,-113.5333,23.84,13,0,5.36,MX,1698624313
403,sorong,-0.8833,131.25,26.95,82,55,2.69,ID,1698624502
404,aqsay,51.1678,52.995,4.73,80,100,8.57,KZ,1698624504
405,massenya,11.4039,16.1705,28.76,50,19,2.51,TD,1698624506
406,conception bay south,47.4999,-52.9981,5.97,71,97,9.82,CA,1698624263
407,mulchen,-37.7167,-72.2333,4.03,96,60,0.71,CL,1698624511
408,bouza,14.4229,6.0428,28.78,16,1,1.89,NE,1698624513
409,ust'-ilimsk,58.0006,102.6619,-6.42,68,84,3.13,RU,1698624518
410,awjilah,29.1081,21.2869,21.53,43,0,2.85,LY,1698624521
411,rikaze,29.25,88.8833,0.9,66,25,0.55,CN,1698624523
412,phan rang-thap cham,11.5667,108.9833,26.43,79,15,2.08,VN,1698624527
413,choibalsan,48.0667,114.5,-4.94,26,38,3.32,MN,1698624530
414,tshabong,-26.05,22.45,16.99,45,0,5.02,BW,1698624534
415,nanning,22.8167,108.3167,20.46,87,100,1.22,CN,1698624537
416,abepura,-2.6333,140.5833,25.45,89,20,1.03,ID,1698624539
417,sandnessjoen,66.0217,12.6316,-2.71,73,28,3.85,NO,1698624542
418,kokkola,63.8385,23.1307,-1.15,95,100,1.54,FI,1698624544
419,ciudad gustavo diaz ordaz,26.2333,-98.5833,29.97,59,1,0.45,MX,1698624546
420,tahoua,14.8888,5.2692,28.88,13,0,3.5,NE,1698624549
421,boa vista,2.8197,-60.6733,31.28,42,100,2.09,BR,1698624551
422,salekhard,66.53,66.6019,-15.24,99,92,1.37,RU,1698624554
423,karratha,-20.7377,116.8463,32.05,29,80,2.58,AU,1698624556
424,constitucion,-35.3333,-72.4167,9.93,85,25,2.03,CL,1698624559
425,saint-francois,46.4154,3.9054,12.03,100,100,3.6,FR,1698624561
426,pampa del indio,-26.0647,-59.919,28.76,59,10,2.43,AR,1698624564
427,thinadhoo,0.5333,72.9333,27.22,79,90,7.58,MV,1698624566
428,sisimiut,66.9395,-53.6735,-2.44,72,100,5.14,GL,1698624569
429,grand falls-windsor,48.9332,-55.6649,4.17,61,23,2.24,CA,1698624571
430,daruvar,45.5906,17.225,15.42,63,100,3.84,HR,1698624574
431,quelimane,-17.8786,36.8883,25.81,79,31,3.21,MZ,1698624576
432,polyarnyy,69.1989,33.4478,-6.57,94,100,2.72,RU,1698624579
433,keflavik,64.0049,-22.5624,4.24,70,0,2.06,IS,1698624581
434,bovalino,38.149,16.174,20.75,51,0,1.28,IT,1698624583
435,portales,34.1862,-103.3344,0.57,70,100,3.13,US,1698624436
436,kuching,1.55,110.3333,27.79,94,20,1.03,MY,1698624316
437,nogliki,51.8333,143.1667,2.97,60,4,3.58,RU,1698624590
438,acajutla,13.5928,-89.8275,26.43,83,100,5.27,SV,1698624593
439,new norfolk,-42.7826,147.0587,16.72,73,96,3.47,AU,1698624595
